Sep 15 20:44:34.780069 devstack-92-210 systemd[1]: Started devstack@neutron-rpc-server.service - Devstack devstack@neutron-rpc-server.service.
Sep 15 20:44:35.014244 devstack-92-210 neutron-rpc-server[3755624]: /opt/stack/data/venv/lib/python3.12/site-packages/futurist/_utils.py:34: EventletDeprecationWarning:
Sep 15 20:44:35.014244 devstack-92-210 neutron-rpc-server[3755624]: Eventlet is deprecated. It is currently being maintained in bugfix mode, and
Sep 15 20:44:35.014244 devstack-92-210 neutron-rpc-server[3755624]: we strongly recommend against using it for new projects.
Sep 15 20:44:35.014244 devstack-92-210 neutron-rpc-server[3755624]: If you are already using Eventlet, we recommend migrating to a different
Sep 15 20:44:35.014244 devstack-92-210 neutron-rpc-server[3755624]: framework.  For more detail see
Sep 15 20:44:35.014244 devstack-92-210 neutron-rpc-server[3755624]: https://eventlet.readthedocs.io/en/latest/asyncio/migration.html
Sep 15 20:44:35.014244 devstack-92-210 neutron-rpc-server[3755624]:   import eventlet as _eventlet  # noqa
Sep 15 20:54:00.858436 devstack-92-210 neutron-rpc-server[3757420]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 20:54:00.858436 devstack-92-210 neutron-rpc-server[3757420]:   self.session.flush()
Sep 15 20:54:00.859741 devstack-92-210 neutron-rpc-server[3757420]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 20:54:00.859741 devstack-92-210 neutron-rpc-server[3757420]:   self.session.flush()
Sep 15 20:54:00.860827 devstack-92-210 neutron-rpc-server[3757420]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 20:54:00.860827 devstack-92-210 neutron-rpc-server[3757420]:   self.session.flush()
Sep 15 20:54:00.861861 devstack-92-210 neutron-rpc-server[3757420]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 20:54:00.861861 devstack-92-210 neutron-rpc-server[3757420]:   self.session.flush()
Sep 15 20:55:00.111381 devstack-92-210 neutron-rpc-server[3757056]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 20:55:00.111381 devstack-92-210 neutron-rpc-server[3757056]:   self.session.flush()
Sep 15 20:55:00.112431 devstack-92-210 neutron-rpc-server[3757056]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 20:55:00.112431 devstack-92-210 neutron-rpc-server[3757056]:   self.session.flush()
Sep 15 20:55:00.113605 devstack-92-210 neutron-rpc-server[3757056]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 20:55:00.113605 devstack-92-210 neutron-rpc-server[3757056]:   self.session.flush()
Sep 15 20:55:00.114946 devstack-92-210 neutron-rpc-server[3757056]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 20:55:00.114946 devstack-92-210 neutron-rpc-server[3757056]:   self.session.flush()
Sep 15 20:55:45.976186 devstack-92-210 neutron-rpc-server[3756849]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 20:55:45.976186 devstack-92-210 neutron-rpc-server[3756849]:   self.session.flush()
Sep 15 20:55:45.977198 devstack-92-210 neutron-rpc-server[3756849]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 20:55:45.977198 devstack-92-210 neutron-rpc-server[3756849]:   self.session.flush()
Sep 15 20:55:45.978085 devstack-92-210 neutron-rpc-server[3756849]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
