Sep 15 09:32:53.825946 devstack-92-210 systemd[1]: Started devstack@neutron-rpc-server.service - Devstack devstack@neutron-rpc-server.service.
Sep 15 09:32:54.056017 devstack-92-210 neutron-rpc-server[2800443]: /opt/stack/data/venv/lib/python3.12/site-packages/futurist/_utils.py:34: EventletDeprecationWarning:
Sep 15 09:32:54.056017 devstack-92-210 neutron-rpc-server[2800443]: Eventlet is deprecated. It is currently being maintained in bugfix mode, and
Sep 15 09:32:54.056017 devstack-92-210 neutron-rpc-server[2800443]: we strongly recommend against using it for new projects.
Sep 15 09:32:54.056017 devstack-92-210 neutron-rpc-server[2800443]: If you are already using Eventlet, we recommend migrating to a different
Sep 15 09:32:54.056017 devstack-92-210 neutron-rpc-server[2800443]: framework.  For more detail see
Sep 15 09:32:54.056017 devstack-92-210 neutron-rpc-server[2800443]: https://eventlet.readthedocs.io/en/latest/asyncio/migration.html
Sep 15 09:32:54.056017 devstack-92-210 neutron-rpc-server[2800443]:   import eventlet as _eventlet  # noqa
Sep 15 09:42:12.615350 devstack-92-210 neutron-rpc-server[2801461]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 09:42:12.615350 devstack-92-210 neutron-rpc-server[2801461]:   self.session.flush()
Sep 15 09:42:12.616513 devstack-92-210 neutron-rpc-server[2801461]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 09:42:12.616513 devstack-92-210 neutron-rpc-server[2801461]:   self.session.flush()
Sep 15 09:42:12.617561 devstack-92-210 neutron-rpc-server[2801461]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 09:42:12.617561 devstack-92-210 neutron-rpc-server[2801461]:   self.session.flush()
Sep 15 09:42:12.618849 devstack-92-210 neutron-rpc-server[2801461]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 09:42:12.618849 devstack-92-210 neutron-rpc-server[2801461]:   self.session.flush()
