Sep 15 19:06:27.532025 devstack-92-210 systemd[1]: Started devstack@neutron-rpc-server.service - Devstack devstack@neutron-rpc-server.service.
Sep 15 19:06:27.761782 devstack-92-210 neutron-rpc-server[3571952]: /opt/stack/data/venv/lib/python3.12/site-packages/futurist/_utils.py:34: EventletDeprecationWarning:
Sep 15 19:06:27.761782 devstack-92-210 neutron-rpc-server[3571952]: Eventlet is deprecated. It is currently being maintained in bugfix mode, and
Sep 15 19:06:27.761782 devstack-92-210 neutron-rpc-server[3571952]: we strongly recommend against using it for new projects.
Sep 15 19:06:27.761782 devstack-92-210 neutron-rpc-server[3571952]: If you are already using Eventlet, we recommend migrating to a different
Sep 15 19:06:27.761782 devstack-92-210 neutron-rpc-server[3571952]: framework.  For more detail see
Sep 15 19:06:27.761782 devstack-92-210 neutron-rpc-server[3571952]: https://eventlet.readthedocs.io/en/latest/asyncio/migration.html
Sep 15 19:06:27.761782 devstack-92-210 neutron-rpc-server[3571952]:   import eventlet as _eventlet  # noqa
Sep 15 19:17:31.914879 devstack-92-210 neutron-rpc-server[3573492]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 19:17:31.914879 devstack-92-210 neutron-rpc-server[3573492]:   self.session.flush()
Sep 15 19:17:31.916494 devstack-92-210 neutron-rpc-server[3573492]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 19:17:31.916494 devstack-92-210 neutron-rpc-server[3573492]:   self.session.flush()
Sep 15 19:17:31.917479 devstack-92-210 neutron-rpc-server[3573492]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 19:17:31.917479 devstack-92-210 neutron-rpc-server[3573492]:   self.session.flush()
Sep 15 19:17:31.919003 devstack-92-210 neutron-rpc-server[3573492]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 19:17:31.919003 devstack-92-210 neutron-rpc-server[3573492]:   self.session.flush()
Sep 15 19:18:05.848436 devstack-92-210 neutron-rpc-server[3573204]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 19:18:05.848436 devstack-92-210 neutron-rpc-server[3573204]:   self.session.flush()
Sep 15 19:18:05.849971 devstack-92-210 neutron-rpc-server[3573204]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 19:18:05.849971 devstack-92-210 neutron-rpc-server[3573204]:   self.session.flush()
Sep 15 19:18:05.850954 devstack-92-210 neutron-rpc-server[3573204]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 19:18:05.850954 devstack-92-210 neutron-rpc-server[3573204]:   self.session.flush()
Sep 15 19:18:05.851826 devstack-92-210 neutron-rpc-server[3573204]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 19:18:05.851826 devstack-92-210 neutron-rpc-server[3573204]:   self.session.flush()
Sep 15 19:19:47.853169 devstack-92-210 neutron-rpc-server[3573283]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 19:19:47.853169 devstack-92-210 neutron-rpc-server[3573283]:   self.session.flush()
Sep 15 19:19:47.854334 devstack-92-210 neutron-rpc-server[3573283]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 19:19:47.854334 devstack-92-210 neutron-rpc-server[3573283]:   self.session.flush()
